Slide_ID;CHEMISTRY;Endpoint;ReferenceID;Correct_Answer;DOI;ID_Paper;Author;scaffold_smiles;ID_Reponse;ID_in_article;subst_smiles;total_smiles;Cpd_Level;measurement;mod;value;unit
63;Chemistry 162;Solubility;10;C;https://pubs.acs.org/doi/epdf/10.1021/acs.jmedchem.1c00696;10;KA;[*]N(C1CC(C1)c2ccc(C)nc2OC)c3ccc(Br)c(Cl)c3;C;72;[*]C1CCCNCC1;COc1nc(C)ccc1C1CC(N(c2ccc(Br)c(Cl)c2)C2CCCNCC2)C1;Good;Kin Aq Sol 7.4 ;;25062;ug/mL
16;Chemistry 165;hERG;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;A;61;OCCOC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OCCO)c2ccccc2)ccn1;Good;%inh@10uM;;0;%
16;Chemistry 166;hERG;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;B;59;COC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OC)c2ccccc2)ccn1;medium;%inh@10uM;;41;%
16;Chemistry 167;hERG;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;C;60;CC(C)OC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OC(C)C)c2ccccc2)ccn1;bad;%inh@10uM;;63;%
23;Chemistry 170;LogD;9;C;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;A;73;F[C@H]1CNCCC1NC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)NC2CCNC[C@@H]2F)c2ccccc2)ccn1;bad;logD7,4;;1.5;
23;Chemistry 169;LogD;9;C;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;B;69;*-NC(=O)N1CCNCC1;CCNC(=O)Nc1cc(C(=CC=CNC(=O)N2CCNCC2)c2ccccc2)ccn1;bad;logD7,4;;1.9;
23;Chemistry 168;LogD;9;C;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;C;72;*-NC(=O)NC1CCNCC1;CCNC(=O)Nc1cc(C(=CC=CNC(=O)NC2CCNCC2)c2ccccc2)ccn1;Good;logD7,4;;0.8;
35;Chemistry 172;hERG;9;B;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;A;70;CN1CCN(CC1)C(=O)O-*;CCNC(=O)Nc1cc(C(=CC=COC(=O)N2CCN(C)CC2)c2ccccc2)ccn1;medium;%inh@10uM;;15;%
35;Chemistry 171;hERG;9;B;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;B;69;*-NC(=O)N1CCNCC1;CCNC(=O)Nc1cc(C(=CC=CNC(=O)N2CCNCC2)c2ccccc2)ccn1;Good;%inh@10uM;;0;%
35;Chemistry 173;hERG;9;B;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;C;71;*-NC(=O)N1CCN(CC2CC2)CC1;CCNC(=O)Nc1cc(C(=CC=CNC(=O)N2CCN(CC3CC3)CC2)c2ccccc2)ccn1;bad;%inh@10uM;;74;%
60;Chemistry 174;LogD;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;A;62;CNCCOC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OCCNC)c2ccccc2)ccn1;Good;logD7,4;;0.2;
60;Chemistry 175;LogD;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;B;54;CC(C)(C)CNCCOC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OCCNCC(C)(C)C)c2ccccc2)ccn1;bad;logD7,4;;2.6;
60;Chemistry 176;LogD;9;A;https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.6b01834;9;CM;[H]C1=CC=CC(=C1)C1=CC=C(-*)C2=C1C=C(NC(=O)NCC)N=C2;C;61;OCCOC(=O)N-*;CCNC(=O)Nc1cc(C(=CC=CNC(=O)OCCO)c2ccccc2)ccn1;bad;logD7,4;;2;
5;Chemistry 179;LogD;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]N[C@@H](C)C1=Cc2cc(Cl)ccc2NC1=O;A;62;[*]c1ccc(nc1OC)C#N;COc1nc(C#N)ccc1N[C@@H](C)c1cc2cc(Cl)ccc2[nH]c1=O;Good;logD7,4;;2.5;erreur sur le bon composé, corrigé ici
5;Chemistry 178;LogD;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]N[C@@H](C)C1=Cc2cc(Cl)ccc2NC1=O;B;64;[*]c1ncc(C#N)c(C)n1;Cc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N;medium;logD7,4;;3.11;erreur sur le bon composé, corrigé ici
5;Chemistry 177;LogD;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]N[C@@H](C)C1=Cc2cc(Cl)ccc2NC1=O;C;56;[*]c1ccc(C#N)c(C)n1;Cc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ccc1C#N;medium;logD7,4;;3.74;erreur sur le bon composé, corrigé ici
28;Chemistry 180;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;A;23;[*]c1ccc(c(OC)c1)S(=O)(=O)C;COc1cc(NCc2cc3cc(Cl)ccc3[nH]c2=O)ccc1S(C)(=O)=O;Good;Solubility;;32.5;uM
28;Chemistry 181;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;B;17;[*]c1ccc(cc1)n2nnnc2C;Cc1nnnn1-c1ccc(NCc2cc3cc(Cl)ccc3[nH]c2=O)cc1;medium;Solubility;;1.2;uM
28;Chemistry 182;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;C;15;[*]c1ccc(C#N)c(C)c1;Cc1cc(NCc2cc3cc(Cl)ccc3[nH]c2=O)ccc1C#N;low;Solubility;<;0.1;uM
46;Chemistry 183;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;A;26;[*]c1ccc(C#N)c(O)c1;N#Cc1ccc(NCc2cc3cc(Cl)ccc3[nH]c2=O)cc1O;Good;Solubility;;;uM
46;Chemistry 184;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;B;32;[*]c1ccc(C#N)c(C)n1;Cc1nc(NCc2cc3cc(Cl)ccc3[nH]c2=O)ccc1C#N;medium;Solubility;;;uM
46;Chemistry 185;Solubility;7;A;https://pubs.acs.org/doi/10.1021/acs.jmedchem.9b00362;7;KA;[*]NCC1=Cc2cc(Cl)ccc2NC1=O;C;31;[*]c1ccc(C#N)c(c1)C(F)(F)F;N#Cc1ccc(NCc2cc3cc(Cl)ccc3[nH]c2=O)cc1C(F)(F)F;low;Solubility;;;uM
50;Chemistry 187;Permeability;6;B;https://doi.org/10.1021/acsmedchemlett.7b00312;6;CM;[H][C@@]12CN(C[C@]1([H])C2CNC(=O)C1=CC=C2NC(=O)OC2=C1)C(-*)=O;A;5;ClC1=CC(CC-*)=CC(Cl)=C1;CN1C[C@@H]2C(CNC(=O)c3ccc4[nH]c(=O)oc4c3)[C@@H]2C1.OCCc1cc(Cl)cc(Cl)c1;medium;Caco2 Perm.;;18;10-6cm/sec, structure mal interprétée
50;Chemistry 186;Permeability;6;B;https://doi.org/10.1021/acsmedchemlett.7b00312;6;CM;[H][C@@]12CN(C[C@]1([H])C2CNC(=O)C1=CC=C2NC(=O)OC2=C1)C(-*)=O;B;3;ClC1=CC(CO-*)=CC(Cl)=C1;CN1C[C@@H]2C(CNC(=O)c3ccc4[nH]c(=O)oc4c3)[C@@H]2C1.OOCc1cc(Cl)cc(Cl)c1;Good;Caco2 Perm.;;137;10-6cm/sec, structure mal interprétée
50;Chemistry 188;Permeability;6;B;https://doi.org/10.1021/acsmedchemlett.7b00312;6;CM;[H][C@@]12CN(C[C@]1([H])C2CNC(=O)C1=CC=C2NC(=O)OC2=C1)C(-*)=O;C;7;ClC1=CC(CN-*)=CC(Cl)=C1;CN1C[C@@H]2C(CNC(=O)c3ccc4[nH]c(=O)oc4c3)[C@@H]2C1.ONCc1cc(Cl)cc(Cl)c1;bad;Caco2 Perm.;;2;10-6cm/sec, structure mal interprétée
7;Chemistry 189;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;KA;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;A;22;CN1CCN(CC1)C(-*)=O;CN1CCN(C)CC1.COc1cc(N(CCN)CCO)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;Good;Sol pH7,2;;75;uM
7;Chemistry 190;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;KA;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;B;25;*-CC1=CC=CC=N1;COc1cc(N(CCN)CCCc2ccccn2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;medium;Sol pH7,2;;38;uM
7;Chemistry 191;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;KA;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;C;27;*-CC1CCOC1;COc1cc(N(CCN)CCCC2CCOC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;medium/low;Sol pH7,2;;5;uM
12;Chemistry 192;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;A;35;CN(C)C1CCN(C1)C(=O)C-*;CCN(CCCCC(=O)N1CCC(N(C)C)C1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;Good;Sol pH7,2;;75;uM
12;Chemistry 193;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;B;33;CN1CCN(CC1)C(=O)C-*;CCN(CCCCC(=O)N1CCN(C)CC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;medium;Sol pH7,2;;38;uM
12;Chemistry 194;Solubility;5;A;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;C;29;CN(C)C1CCN(C1)C(-*)=O;CCN(CCCO)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1.CN1CCC(N(C)C)C1;medium;Sol pH7,2;;38;uM, structure mal interprétée
31;Chemistry 196;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;A;19;[*]S(=O)(=O)C;COc1cc(N(CCN)CCS(C)(=O)=O)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;medium;Pampa;;848;10-6cm/sec
31;Chemistry 195;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;B;27;[*]CC1CCOC1;COc1cc(N(CCN)CCCC2CCOC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;Good;Pampa;;;10-6cm/sec
31;Chemistry 197;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCN(-*)CC1;C;20;[*]S(=O)(=O)CCCN1CCOCC1;COc1cc(N(CCN)CCS(=O)(=O)CCCN2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1;medium;Pampa;;1874;10-6cm/sec
51;Chemistry 200;Permeability;5;C;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;A;33;CN1CCN(CC1)C(=O)C-*;CCN(CCCCC(=O)N1CCN(C)CC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;medium;Pampa;;530;10-6cm/sec
51;Chemistry 199;Permeability;5;C;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;B;29;CN(C)C1CCN(C1)C(-*)=O;CCN(CCCO)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1.CN1CCC(N(C)C)C1;bad;Pampa;;0;10-6cm/sec
51;Chemistry 198;Permeability;5;C;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;C;36;*-CC(=O)N1CCCC1;CCN(CCCCC(=O)N1CCCC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;Good;Pampa;;1688;10-6cm/sec
69;Chemistry 202;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;A;28;[*]N1CCOCC1;CCN(CCCN1CCOCC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;medium;Pampa;;700;10-6cm/sec
69;Chemistry 201;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;B;31;[*]CN1CCOCC1;CCN(CCCCN1CCOCC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;Good;Pampa;;2087;10-6cm/sec
69;Chemistry 203;Permeability;5;B;http://dx.doi.org/10.1016/j.bmcl.2012.04.131;5;CM;COC1=CC(=CC=C1NC1=NC(NC2CCCCC2)=C2N=CNC2=N1)N1CCC(-*)CC1;C;30;*-C(=O)N1CCOCC1;CCN(CCCC(=O)N1CCOCC1)c1ccc(Nc2nc(NC3CCCCC3)c3nc[nH]c3n2)c(OC)c1;medium;Pampa;;744;10-6cm/sec
11;Chemistry 205;Solubility;3;B;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;41;[*]C1CCNCC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNCC6)c5)nc43)cc2c1;bad;Kin sol pH 6,5;;10.8;uM
11;Chemistry 204;Solubility;3;B;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;38;[*]CCN1CCCC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1;Good;Kin sol pH 6,5;;252;uM
11;Chemistry 206;Solubility;3;B;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;40;*-[C@H]1CCNC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@H]6CCNC6)c5)nc43)cc2c1;medium;Kin sol pH 6,5;;60.4;uM
14;Chemistry 207;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;37;[*]CCN(C)C;CN(C)CCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1;Good;Caco2 Perm.;;46.5;10-6cm/sec
14;Chemistry 208;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;40;*-[C@H]1CCNC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@H]6CCNC6)c5)nc43)cc2c1;bad;Caco2 Perm.;;3.1;10-6cm/sec
14;Chemistry 209;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;38;[*]CCN1CCCC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1;medium;Caco2 Perm.;;21.9;10-6cm/sec
27;Chemistry 210;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;47;CN(C)CCN-*;CN(C)CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;Good;Kin sol pH 6,5;;543;uM
27;Chemistry 211;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;46;[*]NCCO;OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;medium;Kin sol pH 6,5;;32.2;uM
27;Chemistry 212;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;51;[*]OCCN(C)C;CN(C)CCOc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;good-medium;Kin sol pH 6,5;;488;uM
49;Chemistry 213;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;51;[*]OCCN(C)C;CN(C)CCOc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;Good;Caco2 Perm.;;25.9;10-6cm/sec
49;Chemistry 214;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;46;[*]NCCO;OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;bad;Caco2 Perm.;;2.79;10-6cm/sec
49;Chemistry 215;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;47;CN(C)CCN-*;CN(C)CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;bad;Caco2 Perm.;;2.08;10-6cm/sec
6; ;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;A;36;*-N1CCOS1(=O)=O;C=CC(=CC=CN1CCOS1(=O)=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;medium;sol pH7;;135;uM
6;Chemistry 217;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;B;28;*-N1C=NNC1=O;C=CC(=CC=Cn1cn[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;medium;sol pH7;;109;uM
6;Chemistry 216;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;C;27;*-N1C=CNC1=O;C=CC(=CC=Cn1cc[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;Good;sol pH7;;233;uM
13;Chemistry 220;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;A;27;*-N1C=CNC1=O;C=CC(=CC=Cn1cc[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;bad;Rate;;low;
13;Chemistry 219;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;B;22;*-N1CCNC1=O;C=CC(=CC=CN1CCNC1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;Good;Rate;;moderate;
13;Chemistry 221;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;C;25;*-N1CC(=O)NC1=O;C=CC(=CC=CN1CC(=O)NC1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;bad;Rate;;low;
